isfocus,focus,word,normalized_words,index,POS,-1POS,-2POS,+1POS,+2POS,prediction
0,contrast,to,to,11,16,9,36,4,11,0
0,contrast,CBP,cbp,12,4,16,9,11,8,0
0,contrast,",",",",13,11,4,16,8,16,0
0,contrast,but,but,14,8,11,4,16,20,0
0,contrast,changing,change,15,16,8,11,20,23,0
0,contrast,an,an,16,20,16,8,23,19,0
0,contrast,arginine,arginine,17,23,20,16,19,15,0
0,contrast,to,to,18,19,23,20,15,31,0
0,contrast,lysine,lysine,19,15,19,23,31,34,0
0,contrast,within,within,20,31,15,19,34,6,0
0,contrast,HD,hd,21,34,31,15,6,40,0
0,contrast,helix,helix,22,6,34,31,40,40,0
0,contrast,3,3,23,7,40,40,22,35,0
0,contrast,increases,increase,24,22,7,40,35,9,0
0,contrast,CBP,cbp,25,35,22,7,9,36,0
0,contrast,binding,binding,26,9,35,22,36,24,0
0,contrast,to,to,27,36,9,35,24,12,0
0,contrast,PBX,pbx,28,24,36,9,12,5,0
0,contrast,.,.,29,12,24,36,5,41,0
0,cause,Given,given,0,5,12,24,41,40,0
0,cause,that,that,1,40,5,12,40,40,0
0,cause,p53,p53,2,22,40,40,15,24,0
0,cause,interacts,interacts,3,15,22,40,24,31,0
0,cause,with,with,4,24,15,22,31,16,0
0,cause,p300/CBP,p300/cbp,5,31,24,15,16,13,0
0,cause,(,(,6,16,31,24,13,5,0
0,cause,3,3,7,13,16,31,5,40,0
0,cause,",",",",8,5,13,16,40,40,0
0,cause,26,26,9,23,40,40,19,32,0
0,cause,",",",",10,19,23,40,32,34,0
0,cause,51,51,11,32,19,23,34,11,0
0,cause,),),12,34,32,19,11,33,0
0,cause,",",",",13,11,34,32,33,5,0
0,cause,the,the,14,33,11,34,5,40,0
0,cause,same,same,15,5,33,11,40,40,0
0,cause,membrane,membrane,16,9,40,40,16,32,0
0,cause,was,be,17,16,9,40,32,34,0
0,cause,then,then,18,32,16,9,34,5,0
0,cause,probed,probed,19,34,32,16,5,40,0
0,cause,with,with,20,5,34,32,40,40,0
0,cause,polyclonal,polyclonal,21,22,40,40,32,34,0
0,cause,anti-CBP,anti-cbp,22,32,22,40,34,23,0
0,cause,antibodies,antibody,23,34,32,22,23,19,0
0,cause,",",",",24,23,34,32,19,16,0
0,cause,which,which,25,19,23,34,16,11,0
0,cause,detect,detect,26,16,19,23,11,23,0
0,cause,both,both,27,11,16,19,23,19,0
0,cause,p300,p300,28,23,11,16,19,5,0
0,cause,and,and,29,19,23,11,5,40,0
0,cause,CBP,cbp,30,5,19,23,40,40,0
0,cause,(,(,31,11,40,40,38,16,0
0,cause,4,4,32,38,11,40,16,24,0
0,cause,",",",",33,16,38,11,24,32,0
0,cause,56,56,34,24,16,38,32,23,0
0,cause,),),35,32,24,16,23,16,0
0,cause,.,.,36,23,32,24,16,4,0
0,contrast,Huckebein,huckebein,0,16,23,32,4,23,0
0,contrast,",",",",1,4,16,23,23,16,0
0,contrast,Hairy,hairy,2,23,4,16,16,4,0
0,contrast,",",",",3,16,23,4,4,7,0
0,contrast,Goosecoid,goosecoid,4,4,16,23,7,24,0
0,contrast,",",",",5,7,4,16,24,4,0
0,contrast,and,and,6,24,7,4,4,7,0
0,contrast,Engrailed,engrailed,7,4,24,7,7,16,0
0,contrast,are,be,8,7,4,24,16,5,0
0,contrast,among,among,9,16,7,4,5,40,0
0,contrast,the,the,10,5,16,7,40,40,0
0,contrast,repressors,repressor,11,11,40,40,8,16,0
0,contrast,that,that,12,8,11,40,16,4,0
0,contrast,interact,interact,13,16,8,11,4,8,0
0,contrast,with,with,14,4,16,8,8,16,0
0,contrast,Groucho,groucho,15,8,4,16,16,4,0
0,contrast,(,(,16,16,8,4,4,23,0
0,contrast,Paroush,paroush,17,4,16,8,23,16,0
0,contrast,et,et,18,23,4,16,16,4,0
0,contrast,al,al,19,16,23,4,4,9,0
0,contrast,.,.,20,4,16,23,9,17,0
0,contrast,1994,1994,21,9,4,16,17,4,0
0,contrast,;,;,22,17,9,4,4,10,0
0,contrast,Goldstein,goldstein,23,4,17,9,10,32,0
0,contrast,et,et,24,10,4,17,32,9,0
0,contrast,al,al,25,32,10,4,9,12,0
0,contrast,.,.,26,9,32,10,12,16,0
0,contrast,1999,1999,27,12,9,32,16,29,0
0,contrast,),),28,16,12,9,29,31,0
0,contrast,",",",",29,29,16,12,31,34,0
0,contrast,whereas,whereas,30,31,29,16,34,5,0
0,contrast,Kruppel,kruppel,31,34,31,29,5,40,0
0,contrast,",",",",32,5,34,31,40,40,0
0,contrast,Knirps,knirps,33,22,40,40,32,22,0
0,contrast,",",",",34,32,22,40,22,11,0
0,contrast,and,and,35,22,32,22,11,23,0
0,contrast,Snail,snail,36,11,22,32,23,19,0
0,contrast,interact,interact,37,23,11,22,19,4,0
0,contrast,with,with,38,19,23,11,4,7,0
0,contrast,dCtBP,dctbp,39,4,19,23,7,32,0
0,contrast,(,(,40,7,4,19,32,22,0
0,contrast,Nibu,nibu,41,32,7,4,22,5,0
0,contrast,et,et,42,22,32,7,5,40,0
0,contrast,al,al,43,5,22,32,40,40,0
0,contrast,.,.,44,22,40,40,32,29,0
0,contrast,1998a,1998a,45,32,22,40,29,22,0
0,contrast,),),46,29,32,22,22,6,0
0,contrast,.,.,47,22,29,32,6,41,0
0,exemplify,For,for,0,6,22,29,41,9,0
0,exemplify,example,example,1,40,6,22,9,16,0
0,exemplify,",",",",2,9,41,6,16,11,0
0,exemplify,abd-A,abd-a,3,16,9,41,11,22,0
0,exemplify,depends,depends,4,11,16,9,22,35,0
0,exemplify,on,on,5,22,11,16,35,36,0
0,exemplify,exd,exd,6,35,22,11,36,24,0
0,exemplify,for,for,7,36,35,22,24,11,0
0,exemplify,the,the,8,24,36,35,11,16,0
0,exemplify,regulation,regulation,9,11,24,36,16,5,0
0,exemplify,of,of,10,16,11,24,5,40,0
0,exemplify,wg,wg,11,5,16,11,40,40,0
0,exemplify,",",",",12,22,40,40,15,31,0
0,exemplify,but,but,13,15,22,40,31,22,0
0,exemplify,not,not,14,31,15,22,22,9,0
0,exemplify,for,for,15,22,31,15,9,16,0
0,exemplify,the,the,16,9,22,31,16,11,0
0,exemplify,regulation,regulation,17,16,9,22,11,23,0
0,exemplify,of,of,18,11,16,9,23,16,0
0,exemplify,dpp,dpp,19,23,11,16,16,5,0
0,exemplify,[,[,20,16,23,11,5,40,0
0,exemplify,14,14,21,5,16,23,40,40,0
0,exemplify,],],22,22,40,40,15,31,0
0,exemplify,.,.,23,15,22,40,31,22,0
0,suggest,This,this,0,31,15,22,22,9,0
0,suggest,suggests,suggests,1,22,31,15,9,33,0
0,suggest,that,that,2,9,22,31,33,29,0
0,suggest,Exd,exd,3,33,9,22,29,31,0
0,suggest,is,be,4,29,33,9,31,27,0
0,suggest,required,require,5,31,29,33,27,23,0
0,suggest,to,to,6,27,31,29,23,16,0
0,suggest,release,release,7,23,27,31,16,5,0
0,suggest,the,the,8,16,23,27,5,40,0
0,suggest,transcriptional,transcriptional,9,5,16,23,40,40,0
0,suggest,activation,activation,10,22,40,40,15,6,0
0,suggest,function,function,11,15,22,40,6,6,0
0,suggest,of,of,12,6,15,22,6,41,0
0,suggest,Dfd,dfd,13,6,6,15,41,40,0
0,suggest,independently,independently,14,40,6,6,40,40,0
0,suggest,of,of,15,22,40,40,32,24,0
0,suggest,Exd,exd,16,32,22,40,24,31,0
0,suggest,enhancement,enhancement,17,24,32,22,31,38,0
0,suggest,of,of,18,31,24,32,38,29,0
0,suggest,Dfd-binding,dfd-binding,19,38,31,24,29,31,0
0,suggest,affinity,affinity,20,29,38,31,31,29,0
0,suggest,on,on,21,31,29,38,29,22,0
0,suggest,the,the,22,29,31,29,22,5,0
0,suggest,composite,composite,23,22,29,31,5,40,0
0,suggest,site,site,24,5,22,29,40,40,0
0,suggest,.,.,25,22,40,40,32,24,0
0,activate,Ttk,ttk,0,32,22,40,24,7,0
0,activate,activates,activates,1,24,32,22,7,33,0
0,activate,ftz,ftz,2,7,24,32,33,5,0
0,activate,transcription,transcription,3,33,7,24,5,40,0
0,activate,in,in,4,5,33,7,40,40,0
0,activate,yeast,yeast,5,22,40,40,32,24,0
0,activate,cells,cell,6,32,22,40,24,31,0
0,summarize,In,in,0,24,32,22,31,39,0
0,summarize,summary,summary,1,31,24,32,39,22,0
0,summarize,",",",",2,39,31,24,22,15,0
0,summarize,the,the,3,22,39,31,15,31,0
0,summarize,genetic,genetic,4,15,22,39,31,22,0
0,summarize,analysis,analysis,5,31,15,22,22,4,0
0,summarize,of,of,6,22,31,15,4,39,0
0,summarize,dCtBP,dctbp,7,4,22,31,39,22,0
0,summarize,mutants,mutant,8,39,4,22,22,15,0
0,summarize,suggests,suggests,9,22,39,4,15,31,0
0,summarize,that,that,10,15,22,39,31,22,0
0,summarize,Kruppel,kruppel,11,31,15,22,22,7,0
0,summarize,",",",",12,22,31,15,7,31,0
0,summarize,Knirps,knirps,13,7,22,31,31,11,0
0,summarize,and,and,14,31,7,22,11,16,0
0,summarize,Snail,snail,15,11,31,7,16,11,0
0,summarize,depend,depend,16,16,11,31,11,16,0
0,summarize,on,on,17,11,16,11,16,11,0
0,summarize,dCtBP+,dctbp+,18,16,11,16,11,22,0
0,summarize,activity,activity,19,11,16,11,22,24,0
0,summarize,",",",",20,22,11,16,24,25,0
0,summarize,while,while,21,24,22,11,25,5,0
0,summarize,Hairy,hairy,22,25,24,22,5,40,0
0,summarize,and,and,23,5,25,24,40,40,0
0,summarize,Dorsal,dorsal,24,22,40,40,36,12,0
0,summarize,continue,continue,25,36,22,40,12,9,0
0,summarize,to,to,26,12,36,22,9,12,0
0,summarize,function,function,27,9,12,36,12,16,0
0,summarize,as,a,28,12,9,12,16,4,0
0,summarize,repressors,repressor,29,16,12,9,4,9,0
0,summarize,in,in,30,4,16,12,9,16,0
0,summarize,the,the,31,9,4,16,16,11,0
0,summarize,absence,absence,32,16,9,4,11,19,0
0,summarize,of,of,33,11,16,9,19,5,0
0,summarize,the,the,34,19,11,16,5,40,0
0,summarize,dCtBP,dctbp,35,5,19,11,40,40,0
0,summarize,co-repressor,co-repressor,36,16,40,40,8,5,0
0,summarize,.,.,37,8,16,40,5,40,0
0,repress,Unilateral,unilateral,0,5,8,16,40,40,0
0,repress,photoactivation,photoactivation,1,22,40,40,24,32,0
0,repress,of,of,2,24,22,40,32,29,0
0,repress,UBX,ubx,3,32,24,22,29,31,0
1,repress,repressed,repress,4,29,32,24,31,9,0
0,repress,ANTP,antp,5,31,29,32,9,16,0
0,repress,expression,expression,6,9,31,29,16,25,0
0,repress,on,on,7,16,9,31,25,5,0
0,repress,one,one,8,25,16,9,5,40,0
0,repress,side,side,9,5,25,16,40,40,0
0,repress,of,of,10,11,40,40,9,12,0
0,repress,the,the,11,9,11,40,12,16,0
0,repress,embryo,embryo,12,12,9,11,16,21,0
0,repress,",",",",13,16,12,9,21,16,0
0,repress,indicating,indicate,14,21,16,12,16,9,0
0,repress,that,that,15,16,21,16,9,19,0
0,repress,the,the,16,9,16,21,19,32,0
0,repress,photo-induced,photo-induced,17,19,9,16,32,24,0
0,repress,UBX,ubx,18,32,19,9,24,34,0
0,repress,was,be,19,24,32,19,34,24,0
0,repress,functional,functional,20,34,24,32,24,12,0
0,repress,(,(,21,24,34,24,12,5,0
0,repress,Fig,fig,22,12,24,34,5,40,0
0,repress,.,.,23,5,12,24,40,40,0
0,repress,3C,3c,24,22,40,40,32,24,0
0,repress,),),25,32,22,40,24,8,0
0,repress,.,.,26,24,32,22,8,16,0
0,bind,Binding,binding,0,8,24,32,16,11,0
0,bind,of,of,1,16,8,24,11,19,0
0,bind,PC,pc,2,11,16,8,19,6,0
0,bind,and,and,3,19,11,16,6,22,0
0,bind,TRX,trx,4,6,19,11,22,32,0
0,bind,to,to,5,22,6,19,32,27,0
0,bind,Ubx,ubx,6,32,22,6,27,9,0
0,bind,",",",",7,27,32,22,9,16,0
0,bind,abd-A,abd-a,8,9,27,32,16,11,0
0,bind,and,and,9,16,9,27,11,9,0
0,bind,Abd-B,abd-b,10,11,16,9,9,6,0
0,bind,promoters,promoter,11,9,11,16,6,22,0
0,bind,during,during,12,6,9,11,22,32,0
0,bind,different,different,13,22,6,9,32,9,0
0,bind,embryonic,embryonic,14,32,22,6,9,16,0
0,bind,stages,stage,15,9,32,22,16,29,0
0,bind,.,.,16,16,9,32,29,16,0
0,regulate,Su,su,0,29,16,9,16,5,0
0,regulate,(,(,1,16,29,16,5,40,0
0,regulate,fu,fu,2,5,16,29,40,40,0
0,regulate,),),3,8,40,40,16,22,0
0,regulate,regulates,regulates,4,16,8,40,22,15,0
0,regulate,Ci,ci,5,22,16,8,15,31,0
0,regulate,via,via,6,15,22,16,31,11,0
0,regulate,two,two,7,31,15,22,11,9,0
0,regulate,distinct,distinct,8,11,31,15,9,16,0
0,regulate,mechanisms,mechanism,9,9,11,31,16,4,0
0,cause,Thus,thus,0,16,9,11,4,7,0
0,cause,",",",",1,4,16,9,7,11,0
0,cause,the,the,2,7,4,16,11,16,0
0,cause,difference,difference,3,11,7,4,16,22,0
0,cause,between,between,4,16,11,7,22,15,0
0,cause,Knirps,knirps,5,22,16,11,15,31,0
0,cause,and,and,6,15,22,16,31,34,0
0,cause,other,other,7,31,15,22,34,24,0
0,cause,short-range,short-range,8,34,31,15,24,24,0
0,cause,transcriptional,transcriptional,9,24,34,31,24,5,0
0,cause,repressors,repressor,10,24,24,34,5,40,0
0,cause,may,may,11,5,24,24,40,40,0
0,cause,indicate,indicate,12,7,40,40,8,16,1
0,cause,that,that,13,8,7,40,16,4,0
0,cause,the,the,14,16,8,7,4,11,0
0,cause,mechanism,mechanism,15,4,16,8,11,9,0
0,cause,of,of,16,11,4,16,9,16,0
0,cause,repression,repression,17,9,11,4,16,34,0
0,cause,is,be,18,16,9,11,34,11,0
0,cause,not,not,19,34,16,9,11,9,0
0,cause,identical,identical,20,11,34,16,9,8,0
0,cause,between,between,21,9,11,34,8,16,0
0,cause,these,these,22,8,9,11,16,39,0
0,cause,proteins,protein,23,16,8,9,39,4,0
0,cause,",",",",24,39,16,8,4,9,0
0,cause,even,even,25,4,39,16,9,12,0
0,cause,though,though,26,9,4,39,12,16,0
0,cause,Giant,giant,27,12,9,4,16,32,0
0,cause,",",",",28,16,12,9,32,34,0
0,cause,Knirps,knirps,29,32,16,12,34,27,0
0,cause,",",",",30,34,32,16,27,6,0
0,cause,and,and,31,27,34,32,6,7,0
0,cause,Kruppel,kruppel,32,6,27,34,7,9,0
0,cause,all,all,33,7,6,27,9,12,0
0,cause,interact,interact,34,9,7,6,12,16,0
0,cause,with,with,35,12,9,7,16,32,0
0,cause,the,the,36,16,12,9,32,34,0
0,cause,CtBP,ctbp,37,32,16,12,34,24,0
0,cause,.,.,38,34,32,16,24,24,0
0,possible,B-C,b-c,0,24,34,32,24,11,0
0,possible,",",",",1,24,24,34,11,9,0
0,possible,dCtBP,dctbp,2,11,24,24,9,12,0
0,possible,and,and,3,9,11,24,12,16,0
0,possible,Groucho,groucho,4,12,9,11,16,37,0
0,possible,can,can,5,16,12,9,37,32,0
0,possible,bind,bind,6,37,16,12,32,24,0
0,possible,Hairy,hairy,7,32,37,16,24,11,0
0,possible,simultaneously,simultaneously,8,24,32,37,11,9,0
0,possible,in,in,9,11,24,32,9,12,0
0,possible,vitro,vitro,10,9,11,24,12,12,0
0,possible,.,.,11,12,9,11,12,19,0
0,repress,Repression,repression,0,12,12,9,19,11,0
0,repress,of,of,1,19,12,12,11,23,0
0,repress,hth,hth,2,11,19,12,23,16,0
0,repress,by,by,3,23,11,19,16,5,0
0,repress,Antp,antp,4,16,23,11,5,40,0
0,repress,is,be,5,5,16,23,40,40,0
0,repress,cell,cell,6,22,40,40,15,4,0
0,repress,autonomous,autonomous,7,15,22,40,4,22,0
0,repress,.,.,8,4,15,22,22,35,0
0,contrast,Whereas,whereas,0,22,4,15,35,4,0
0,contrast,",",",",1,35,22,4,4,35,0
0,contrast,24B=,24b=,2,4,35,22,35,34,0
0,contrast,>,>,3,35,4,35,34,9,0
0,contrast,Ubx,ubx,4,34,35,4,9,12,0
0,contrast,represses,represses,5,9,34,35,12,16,0
0,contrast,both,both,6,12,9,34,16,11,0
0,contrast,Scr,scr,7,16,12,9,11,16,0
0,contrast,and,and,8,11,16,12,16,5,0
0,contrast,Antp,antp,9,16,11,16,5,40,0
0,contrast,",",",",10,5,16,11,40,40,0
0,contrast,leaving,leave,11,9,40,40,16,24,0
0,contrast,abd-A,abd-a,12,16,9,40,24,32,0
0,contrast,unaffected,unaffected,13,24,16,9,32,33,0
0,contrast,(,(,14,32,24,16,33,4,0
0,contrast,Fig,fig,15,33,32,24,4,7,0
0,contrast,.,.,16,4,33,32,7,32,0
0,contrast,4E-H,4e-h,17,7,4,33,32,29,0
0,contrast,),),18,32,7,4,29,31,0
0,contrast,.,.,19,29,32,7,31,12,0
0,lead,The,the,0,31,29,32,12,29,0
0,lead,Ras,ras,1,12,31,29,29,31,0
0,lead,signaling,signal,2,29,12,31,31,9,0
0,lead,cascade,cascade,3,31,29,12,9,16,0
1,lead,leads,lead,4,9,31,29,16,5,0
0,lead,to,to,5,16,9,31,5,40,0
0,lead,activation,activation,6,5,16,9,40,40,0
0,lead,of,of,7,9,40,40,12,16,0
0,lead,the,the,8,12,9,40,16,4,0
0,lead,inductive,inductive,9,16,12,9,4,38,0
0,lead,transcription,transcription,10,4,16,12,38,32,0
0,lead,factor,factor,11,38,4,16,32,12,0
0,lead,",",",",12,32,38,4,12,11,0
0,lead,Pnt,pnt,13,12,32,38,11,9,0
0,lead,",",",",14,11,12,32,9,12,0
0,lead,and,and,15,9,11,12,12,16,0
0,lead,inactivation,inactivation,16,12,9,11,16,11,0
0,lead,of,of,17,16,12,9,11,9,0
0,lead,the,the,18,11,16,12,9,12,0
0,lead,Yan,yan,19,9,11,16,12,16,0
0,lead,repressor,repressor,20,12,9,11,16,4,0
0,lead,.,.,21,16,12,9,4,32,0
0,contrast,H3,h3,0,4,16,12,32,11,0
0,contrast,was,be,1,32,4,16,11,11,0
0,contrast,strongly,strongly,2,11,32,4,11,9,0
0,contrast,acetylated,acetylate,3,11,11,32,9,9,0
0,contrast,in,in,4,9,11,11,9,16,0
0,contrast,the,the,5,9,9,11,16,11,0
0,contrast,active,active,6,16,9,9,11,12,0
0,contrast,Abd-B,abd-b,7,11,16,9,12,16,0
0,contrast,and,and,8,12,11,16,16,15,0
0,contrast,RpII140,rpii140,9,16,12,11,15,31,0
0,contrast,promoters,promoter,10,15,16,12,31,11,0
0,contrast,(,(,11,31,15,16,11,22,0
0,contrast,Fig,fig,12,11,31,15,22,5,0
0,contrast,.,.,13,22,11,31,5,40,0
0,contrast,1a,1a,14,5,22,11,40,40,0
0,contrast,",",",",15,7,40,40,9,16,0
0,contrast,g,g,16,9,7,40,16,32,0
0,contrast,;,;,17,16,9,7,32,24,0
0,contrast,p10,p10,18,32,16,9,24,34,0
0,contrast,",",",",19,24,32,16,34,29,0
0,contrast,p10b,p10b,20,34,24,32,29,31,0
0,contrast,",",",",21,29,34,24,31,9,0
0,contrast,pol2,pol2,22,31,29,34,9,19,0
0,contrast,),),23,9,31,29,19,11,0
0,contrast,",",",",24,19,9,31,11,23,0
0,contrast,whereas,whereas,25,11,19,9,23,16,0
0,contrast,the,the,26,23,11,19,16,11,0
0,contrast,inactive,inactive,27,16,23,11,11,9,0
0,contrast,loci,locus,28,11,16,23,9,16,0
0,contrast,(,(,29,9,11,16,16,11,0
0,contrast,iab-4,iab-4,30,16,9,11,11,23,0
0,contrast,",",",",31,11,16,9,23,12,0
0,contrast,abd-A,abd-a,32,23,11,16,12,16,0
0,contrast,",",",",33,12,23,11,16,5,0
0,contrast,Ubx,ubx,34,16,12,23,5,40,0
0,contrast,",",",",35,5,16,12,40,40,0
0,contrast,en,en,36,22,40,40,32,22,0
0,contrast,",",",",37,32,22,40,22,16,0
0,contrast,ems,em,38,22,32,22,16,11,0
0,contrast,and,and,39,16,22,32,11,9,0
0,contrast,bw,bw,40,11,16,22,9,14,0
0,contrast,),),41,9,11,16,14,16,0
0,contrast,showed,show,42,14,9,11,16,5,0
0,contrast,a,a,43,16,14,9,5,40,0
0,contrast,decrease,decrease,44,5,16,14,40,40,0
0,contrast,(,(,45,22,40,40,32,22,0
0,contrast,5,5,46,32,22,40,22,19,0
0,contrast,-,-,47,22,32,22,19,8,0
0,contrast,10,10,48,19,22,32,8,11,0
0,contrast,times,time,49,8,19,22,11,8,0
0,contrast,lessR,lessr,50,11,8,19,8,5,0
0,contrast,than,than,51,8,11,8,5,40,0
0,contrast,the,the,52,5,8,11,40,40,0
0,contrast,H3,h3,53,22,40,40,32,24,0
0,contrast,signal,signal,54,32,22,40,24,31,0
0,contrast,in,in,55,24,32,22,31,29,0
0,contrast,the,the,56,31,24,32,29,31,0
0,contrast,active,active,57,29,31,24,31,27,0
0,contrast,Abd-B,abd-b,58,31,29,31,27,11,0
0,contrast,and,and,59,27,31,29,11,9,0
0,contrast,RpII140,rpii140,60,11,27,31,9,16,0
0,contrast,promoters,promoter,61,9,11,27,16,9,0
0,contrast,),),62,16,9,11,9,32,0
0,contrast,or,or,63,9,16,9,32,4,0
0,contrast,absence,absence,64,32,9,16,4,11,0
0,contrast,of,of,65,4,32,9,11,9,0
0,contrast,acetylation,acetylation,66,11,4,32,9,16,0
0,contrast,both,both,67,9,11,4,16,19,0
0,contrast,at,at,68,16,9,11,19,5,0
0,contrast,the,the,69,19,16,9,5,40,0
0,contrast,core,core,70,5,19,16,40,40,0
0,contrast,promoters,promoter,71,22,40,40,32,24,0
0,contrast,as,a,72,32,22,40,24,11,0
0,contrast,well,well,73,24,32,22,11,9,0
0,contrast,as,a,74,11,24,32,9,12,0
0,contrast,downstream,downstream,75,9,11,24,12,16,0
0,contrast,of,of,76,12,9,11,16,11,0
0,contrast,the,the,77,16,12,9,11,23,0
0,contrast,initiator,initiator,78,11,16,12,23,16,0
0,contrast,(,(,79,23,11,16,16,11,0
0,contrast,Fig,fig,80,16,23,11,11,22,0
0,contrast,.,.,81,11,16,23,22,32,0
0,contrast,1b,1b,82,22,11,16,32,29,0
0,contrast,-,-,83,32,22,11,29,31,0
0,contrast,f,f,84,29,32,22,31,5,0
0,contrast,",",",",85,31,29,32,5,40,0
0,contrast,h,h,86,5,31,29,40,40,0
0,contrast,),),87,30,40,40,4,30,0
0,contrast,.,.,88,4,30,40,30,5,0
0,cause,Since,since,0,30,4,30,5,40,0
0,cause,Phyl,phyl,1,5,30,4,40,40,0
0,cause,and,and,2,22,40,40,32,9,0
0,cause,Sina,sina,3,32,22,40,9,12,0
0,cause,associate,associate,4,9,32,22,12,16,0
0,cause,with,with,5,12,9,32,16,5,0
0,cause,the,the,6,16,12,9,5,40,0
0,cause,Ttk,ttk,7,5,16,12,40,40,0
0,cause,complex,complex,8,7,40,40,23,12,0
0,cause,without,without,9,23,7,40,12,16,0
0,cause,reducing,reduce,10,12,23,7,16,34,0
0,cause,its,it,11,16,12,23,34,11,0
0,cause,apparent,apparent,12,34,16,12,11,19,0
0,cause,size,size,13,11,34,16,19,7,0
0,cause,",",",",14,19,11,34,7,19,0
0,cause,it,it,15,7,19,11,19,5,0
0,cause,indicates,indicates,16,19,7,19,5,40,0
0,cause,that,that,17,5,19,7,40,40,0
0,cause,Sina,sina,18,24,40,40,8,16,0
0,cause,and,and,19,8,24,40,16,4,0
0,cause,Phyl,phyl,20,16,8,24,4,24,0
0,cause,bind,bind,21,4,16,8,24,11,0
0,cause,to,to,22,24,4,16,11,16,0
0,cause,Ttk,ttk,23,11,24,4,16,4,0
0,cause,without,without,24,16,11,24,4,22,0
0,cause,altering,alter,25,4,16,11,22,24,0
0,cause,its,it,26,22,4,16,24,32,0
0,cause,ability,ability,27,24,22,4,32,22,0
0,cause,to,to,28,32,24,22,22,5,0
0,cause,multimerize,multimerize,29,22,32,24,5,40,0
0,cause,.,.,30,5,22,32,40,40,0
0,summarize,In,in,0,7,40,40,4,11,0
0,summarize,summary,summary,1,4,7,40,11,33,0
0,summarize,",",",",2,11,4,7,33,11,0
0,summarize,transgenic,transgenic,3,33,11,4,11,20,0
0,summarize,embryos,embryo,4,11,33,11,20,9,0
0,summarize,for,for,5,20,11,33,9,33,0
0,summarize,wg-Gal4/UAS-GFP,wg-gal4/uas-gfp,6,9,20,11,33,16,0
0,summarize,or,or,7,33,9,20,16,4,0
0,summarize,ems-Gal4/UAS-GFP,ems-gal4/uas-gfp,8,16,33,9,4,22,0
0,summarize,accurately,accurately,9,4,16,33,22,32,0
0,summarize,reproduce,reproduce,10,22,4,16,32,7,0
0,summarize,the,the,11,32,22,4,7,32,0
0,summarize,expression,expression,12,7,32,22,32,6,0
0,summarize,of,of,13,32,7,32,6,41,0
0,summarize,wg,wg,14,6,32,7,41,30,0
0,summarize,or,or,15,40,6,32,30,5,0
0,summarize,ems,em,16,30,41,6,5,40,0
0,summarize,that,that,17,5,30,41,40,40,0
0,summarize,depends,depends,18,22,40,40,35,24,0
0,summarize,on,on,19,35,22,40,24,35,0
0,summarize,AbdA,abda,20,24,35,22,35,5,0
0,summarize,or,or,21,35,24,35,5,40,0
0,summarize,AbdB,abdb,22,5,35,24,40,40,0
0,summarize,.,.,23,22,40,40,35,11,0
0,interact,Table,table,0,35,22,40,11,22,0
0,interact,I,i,1,11,35,22,22,15,0
0,interact,dCtBP,dctbp,2,22,11,35,15,31,0
0,interact,specifically,specifically,3,15,22,11,31,22,0
0,interact,interacts,interacts,4,31,15,22,22,5,0
0,interact,with,with,5,22,31,15,5,40,0
0,interact,Hairy,hairy,6,5,22,31,40,40,0
0,interact,and,and,7,23,40,40,19,35,0
0,interact,E,e,8,19,23,40,35,24,0
0,interact,(,(,9,35,19,23,24,9,0
0,interact,spl,spl,10,24,35,19,9,32,0
0,interact,),),11,9,24,35,32,6,0
0,interact,mdelta,mdelta,12,32,9,24,6,41,0
0,interact,bHLH,bhlh,13,6,32,9,41,40,0
0,interact,family,family,14,40,6,32,40,40,0
0,interact,members,member,15,7,40,40,9,12,0
0,interact,in,in,16,9,7,40,12,16,0
0,interact,directed,direct,17,12,9,7,16,15,0
0,interact,yeast,yeast,18,16,12,9,15,24,0
0,interact,two-hybrid,two-hybrid,19,15,16,12,24,31,0
0,interact,assays,assay,20,24,15,16,31,23,0
0,interact,(,(,21,31,24,15,23,16,0
0,interact,beta-galactosidase,beta-galactosidase,22,23,31,24,16,6,0
0,interact,activity,activity,23,16,23,31,6,41,0
0,interact,in,in,24,6,16,23,41,30,0
0,interact,diploid,diploid,25,40,6,16,30,5,0
0,interact,yeast,yeast,26,30,41,6,5,40,0
0,interact,strains,strain,27,5,30,41,40,40,0
0,interact,),),28,39,40,40,12,22,0
0,multisentence,dCtBP,dctbp,0,12,39,40,22,35,0
0,multisentence,was,be,1,22,12,39,35,5,0
0,multisentence,identified,identify,2,35,22,12,5,41,0
0,multisentence,in,in,3,5,35,22,41,40,0
0,multisentence,interaction,interaction,4,40,5,35,40,40,0
0,multisentence,studies,study,5,40,40,40,35,22,0
0,multisentence,with,with,6,35,41,40,22,24,0
0,multisentence,Knirps,knirps,7,22,35,41,24,5,0
0,multisentence,",",",",8,24,22,35,5,41,0
0,multisentence,Snail,snail,9,5,24,22,41,9,0
0,multisentence,",",",",10,40,5,24,9,16,0
0,multisentence,and,and,11,9,41,5,16,32,0
0,multisentence,Hairy,hairy,12,16,9,41,32,4,0
0,multisentence,(,(,13,32,16,9,4,24,0
0,multisentence,Nibu,nibu,14,4,32,16,24,5,0
0,multisentence,et,et,15,24,4,32,5,40,0
0,multisentence,al.,al.,16,5,24,4,40,40,0
0,multisentence,",",",",17,40,40,40,7,22,0
