isfocus,focus,word,normalized_words,index,POS,-1POS,-2POS,+1POS,+2POS,prediction
0,contrast,in,in,27,21,0,5,34,11,0
0,contrast,peace,peace,28,34,21,0,11,10,0
0,contrast,from,from,29,11,34,21,10,18,0
0,contrast,their,their,30,10,11,34,18,10,0
0,contrast,questions,question,31,18,10,11,10,15,0
0,contrast,.,.,32,10,18,10,15,4,0
0,resemble,They,they,0,15,10,18,4,0,0
0,resemble,are,be,1,4,15,10,0,6,0
0,resemble,like,like,2,0,4,15,6,10,0
0,resemble,that,that,3,6,0,4,10,35,0
0,resemble,.,.,4,10,6,0,35,21,0
0,obligate,One,one,0,35,10,6,21,30,0
0,obligate,must,must,1,21,35,10,30,26,0
0,obligate,not,not,2,30,21,35,26,10,0
0,obligate,hold,hold,3,26,30,21,10,15,0
0,obligate,it,it,4,10,26,30,15,4,0
0,obligate,against,against,5,15,10,26,4,39,0
0,obligate,them,them,6,4,15,10,39,39,0
0,obligate,.,.,7,6,39,39,21,35,0
0,recommend,Children,children,0,21,6,39,35,23,0
0,recommend,should,should,1,35,21,6,23,8,0
0,recommend,always,always,2,23,35,21,8,15,0
0,recommend,show,show,3,8,23,35,15,5,1
0,recommend,great,great,4,15,8,23,5,5,0
0,recommend,forbearance,forbearance,5,5,15,8,5,21,0
0,recommend,toward,toward,6,5,5,15,21,35,0
0,recommend,grown,grown,7,21,5,5,35,8,0
0,recommend,-,-,8,35,21,5,8,15,0
0,recommend,up,up,9,8,35,21,15,4,0
0,recommend,people,people,10,15,8,35,4,40,0
0,recommend,.,.,11,4,15,8,40,39,0
0,contrast,But,but,0,39,4,15,39,39,0
0,contrast,certainly,certainly,1,39,39,39,8,37,0
0,contrast,",",",",2,8,40,39,37,4,0
0,contrast,for,for,3,37,8,40,4,40,0
0,contrast,us,u,4,4,37,8,40,39,0
0,contrast,who,who,5,39,4,37,39,39,0
0,contrast,understand,understand,6,39,39,39,8,15,0
0,contrast,life,life,7,8,40,39,15,4,0
0,contrast,",",",",8,15,8,40,4,40,0
0,contrast,figures,figure,9,4,15,8,40,39,0
0,contrast,are,be,10,39,4,15,39,39,0
0,contrast,a,a,11,8,39,39,11,15,0
0,contrast,matter,matter,12,11,8,39,15,31,0
0,contrast,of,of,13,15,11,8,31,23,0
0,contrast,indifference,indifference,14,31,15,11,23,11,0
0,contrast,.,.,15,23,31,15,11,10,0
0,like,I,i,0,11,23,31,10,15,0
0,like,should,should,1,10,11,23,15,4,0
0,like,have,have,2,15,10,11,4,39,0
1,like,liked,like,3,4,15,10,39,39,0
0,like,to,to,4,39,39,39,8,18,0
0,like,begin,begin,5,8,40,39,18,34,1
0,like,this,this,6,18,8,40,34,33,0
0,like,story,story,7,34,18,8,33,32,0
0,like,in,in,8,33,34,18,32,18,0
0,like,the,the,9,32,33,34,18,10,0
0,like,fashion,fashion,10,18,32,33,10,18,0
0,like,of,of,11,10,18,32,18,10,0
0,like,the,the,12,18,10,18,10,18,0
0,like,fairy,fairy,13,10,18,10,18,4,0
0,like,-,-,14,18,10,18,4,39,0
0,like,tales,tale,15,4,18,10,39,39,0
0,like,.,.,16,10,39,39,18,10,0
0,like,I,i,0,18,10,39,10,18,0
0,like,should,should,1,10,18,10,18,8,0
0,like,have,have,2,18,10,18,8,15,0
1,like,like,like,3,8,18,10,15,34,0
0,like,to,to,4,15,8,18,34,33,0
0,like,say,say,5,34,15,8,33,32,1
0,like,:,:,6,33,34,15,32,21,0
0,like,``,``,7,32,33,34,21,23,0
0,like,Once,once,8,21,32,33,23,8,0
0,like,upon,upon,9,23,21,32,8,11,0
0,like,a,a,10,8,23,21,11,4,0
0,like,time,time,11,11,8,23,4,39,0
0,like,there,there,12,4,11,8,39,39,0
0,like,was,be,13,6,39,39,35,21,0
0,like,a,a,14,35,6,39,21,23,0
0,like,little,little,15,21,35,6,23,8,0
0,like,prince,prince,16,23,21,35,8,15,0
0,like,who,who,17,8,23,21,15,10,0
0,like,lived,live,18,15,8,23,10,15,0
0,like,on,on,19,10,15,8,15,28,0
0,like,a,a,20,15,10,15,28,30,0
0,like,planet,planet,21,28,15,10,30,28,0
0,like,that,that,22,30,28,15,28,30,0
0,like,was,be,23,28,30,28,30,38,0
0,like,scarcely,scarcely,24,30,28,30,38,8,0
0,like,any,any,25,38,30,28,8,18,0
0,like,bigger,big,26,8,38,30,18,34,0
0,like,than,than,27,18,8,38,34,28,0
0,like,himself,himself,28,34,18,8,28,23,0
0,like,",",",",29,28,34,18,23,11,0
0,like,and,and,30,23,28,34,11,15,0
0,like,who,who,31,11,23,28,15,28,0
0,like,had,have,32,15,11,23,28,30,0
0,like,need,need,33,28,15,11,30,18,0
0,like,of,of,34,30,28,15,18,36,0
0,like,a,a,35,18,30,28,36,34,0
0,like,sheep,sheep,36,36,18,30,34,23,0
0,like,...,...,37,34,36,18,23,10,0
0,like,``,``,38,23,34,36,10,8,0
0,give,To,to,0,10,23,34,8,15,0
0,give,those,those,1,8,10,23,15,28,0
0,give,who,who,2,15,8,10,28,21,0
0,give,understand,understand,3,28,15,8,21,4,0
0,give,life,life,4,21,28,15,4,39,0
0,give,",",",",5,4,21,28,39,39,0
0,give,that,that,6,35,39,39,8,15,0
0,give,would,would,7,8,35,39,15,10,0
0,give,have,have,8,15,8,35,10,8,0
1,give,given,give,9,10,15,8,8,15,0
0,give,a,a,10,8,10,15,15,6,0
0,give,much,much,11,15,8,10,6,8,0
0,give,greater,great,12,6,15,8,8,18,0
0,give,air,air,13,8,6,15,18,23,0
0,give,of,of,14,18,8,6,23,11,0
0,give,truth,truth,15,23,18,8,11,4,0
0,give,to,to,16,11,23,18,4,39,0
0,give,my,my,17,4,11,23,39,39,0
0,give,story,story,18,35,39,39,8,23,0
0,give,.,.,19,8,35,39,23,10,0
0,cause,For,for,0,23,8,35,10,12,0
0,cause,I,i,1,10,23,8,12,15,0
0,cause,do,do,2,12,10,23,15,10,0
0,cause,not,not,3,15,12,10,10,8,0
0,cause,want,want,4,10,15,12,8,11,1
0,cause,any,any,5,8,10,15,11,11,0
0,cause,one,one,6,11,8,10,11,5,0
0,cause,to,to,7,11,11,8,5,31,0
0,cause,read,read,8,5,11,11,31,15,0
0,cause,my,my,9,31,5,11,15,20,0
0,cause,book,book,10,15,31,5,20,18,0
0,cause,carelessly,carelessly,11,20,15,31,18,4,0
0,cause,.,.,12,18,20,15,4,39,0
0,suffer,I,i,0,4,18,20,39,39,0
0,suffer,have,have,1,6,39,39,10,21,0
1,suffer,suffered,suffer,2,10,6,39,21,34,1
0,suffer,too,too,3,21,10,6,34,5,0
0,suffer,much,much,4,34,21,10,5,5,0
0,suffer,grief,grief,5,5,34,21,5,21,0
0,suffer,in,in,6,5,5,34,21,3,0
0,suffer,setting,set,7,21,5,5,3,21,0
0,suffer,down,down,8,3,21,5,21,5,0
0,suffer,these,these,9,21,3,21,5,5,0
0,suffer,memories,memory,10,5,21,3,5,7,0
0,suffer,.,.,11,5,5,21,7,15,0
0,go,Six,six,0,7,5,5,15,36,0
0,go,years,year,1,15,7,5,36,35,0
0,go,have,have,2,36,15,7,35,11,0
0,go,already,already,3,35,36,15,11,10,0
0,go,passed,pass,4,11,35,36,10,8,0
0,go,since,since,5,10,11,35,8,15,0
0,go,my,my,6,8,10,11,15,3,0
0,go,friend,friend,7,15,8,10,3,36,0
1,go,went,go,8,3,15,8,36,35,0
0,go,away,away,9,36,3,15,35,23,0
0,go,from,from,10,35,36,3,23,6,0
0,go,me,me,11,23,35,36,6,10,0
0,go,",",",",12,6,23,35,10,22,0
0,go,with,with,13,10,6,23,22,15,0
0,go,his,his,14,22,10,6,15,3,0
0,go,sheep,sheep,15,15,22,10,3,6,0
0,go,.,.,16,3,15,22,6,36,0
0,ensure,If,if,0,6,3,15,36,7,0
0,ensure,I,i,1,36,6,3,7,11,0
0,ensure,try,try,2,7,36,6,11,15,1
0,ensure,to,to,3,11,7,36,15,14,0
0,ensure,describe,describe,4,15,11,7,14,30,1
0,ensure,him,him,5,14,15,11,30,10,0
0,ensure,here,here,6,30,14,15,10,8,0
0,ensure,",",",",7,10,30,14,8,11,0
0,ensure,it,it,8,8,10,30,11,15,0
0,ensure,is,be,9,11,8,10,15,8,0
0,ensure,to,to,10,15,11,8,8,15,0
0,ensure,make,make,11,8,15,11,15,3,0
0,ensure,sure,sure,12,15,8,15,3,10,0
0,ensure,that,that,13,3,15,8,10,23,0
0,ensure,I,i,14,10,3,15,23,32,0
0,ensure,shall,shall,15,23,10,3,32,37,0
0,ensure,not,not,16,32,23,10,37,21,0
0,ensure,forget,forget,17,37,32,23,21,35,0
0,ensure,him,him,18,21,37,32,35,32,0
0,ensure,.,.,19,35,21,37,32,5,0
0,sad,To,to,0,32,35,21,5,5,0
0,sad,forget,forget,1,5,32,35,5,29,1
0,sad,a,a,2,5,5,32,29,4,0
0,sad,friend,friend,3,29,5,5,4,39,0
0,sad,is,be,4,4,29,5,39,39,0
1,sad,sad,sad,5,21,39,39,34,8,0
0,sad,.,.,6,34,21,39,8,35,0
0,have,Not,not,0,8,34,21,35,23,0
0,have,every,every,1,35,8,34,23,11,0
0,have,one,one,2,23,35,8,11,4,0
1,have,has,have,3,11,23,35,4,40,0
0,have,had,have,4,4,11,23,40,39,0
0,have,a,a,5,39,4,11,39,39,0
0,have,friend,friend,6,22,39,39,15,31,0
0,have,.,.,7,15,22,39,31,10,0
1,and,And,and,0,31,15,22,10,11,0
0,and,if,if,1,10,31,15,11,28,0
0,and,I,i,2,11,10,31,28,30,0
0,and,forget,forget,3,28,11,10,30,10,0
0,and,him,him,4,30,28,11,10,21,0
0,and,",",",",5,10,30,28,21,31,0
0,and,I,i,6,21,10,30,31,5,0
0,and,may,may,7,31,21,10,5,40,0
0,and,become,become,8,5,31,21,40,10,0
0,and,like,like,9,39,5,31,10,8,0
0,and,the,the,10,10,40,5,8,7,0
0,and,grown,grown,11,8,10,40,7,35,0
0,and,-,-,12,7,8,10,35,8,0
0,and,ups,ups,13,35,7,8,8,15,0
0,and,who,who,14,8,35,7,15,3,0
0,and,are,be,15,15,8,35,3,10,0
0,and,no,no,16,3,15,8,10,36,0
0,and,longer,longer,17,10,3,15,36,23,0
0,and,interested,interested,18,36,10,3,23,7,0
0,and,in,in,19,23,36,10,7,11,0
0,and,anything,anything,20,7,23,36,11,15,0
0,and,but,but,21,11,7,23,15,18,0
0,and,figures,figure,22,15,11,7,18,10,0
0,and,...,...,23,18,15,11,10,19,0
0,buy,It,it,0,10,18,15,19,8,0
0,buy,is,be,1,19,10,18,8,18,0
0,buy,for,for,2,8,19,10,18,6,0
0,buy,that,that,3,18,8,19,6,18,0
0,buy,purpose,purpose,4,6,18,8,18,10,0
0,buy,",",",",5,18,6,18,10,18,0
0,buy,again,again,6,10,18,6,18,3,0
0,buy,",",",",7,18,10,18,3,21,0
0,buy,that,that,8,3,18,10,21,35,0
0,buy,I,i,9,21,3,18,35,11,0
0,buy,have,have,10,35,21,3,11,28,0
0,buy,bought,bought,11,11,35,21,28,30,0
0,buy,a,a,12,28,11,35,30,21,0
0,buy,box,box,13,30,28,11,21,11,0
0,buy,of,of,14,21,30,28,11,23,0
0,buy,paints,paint,15,11,21,30,23,28,0
0,buy,and,and,16,23,11,21,28,30,0
0,buy,some,some,17,28,23,11,30,10,0
0,buy,pencils,pencil,18,30,28,23,10,8,0
0,buy,.,.,19,10,30,28,8,18,0
0,hard,It,it,0,8,10,30,18,4,0
0,hard,is,be,1,18,8,10,4,39,0
1,hard,hard,hard,2,4,18,8,39,39,0
0,hard,to,to,3,21,39,39,14,30,0
0,hard,take,take,4,14,21,39,30,28,0
0,hard,up,up,5,30,14,21,28,21,0
0,hard,drawing,draw,6,28,30,14,21,3,0
0,hard,again,again,7,21,28,30,3,0,0
0,hard,at,at,8,3,21,28,0,16,0
0,hard,my,my,9,0,3,21,16,3,0
0,hard,age,age,10,16,0,3,3,22,0
0,hard,",",",",11,3,16,0,22,15,0
0,hard,when,when,12,22,3,16,15,35,0
0,hard,I,i,13,15,22,3,35,23,0
0,hard,have,have,14,35,15,22,23,5,0
0,hard,never,never,15,23,35,15,5,20,0
0,hard,made,make,16,5,23,35,20,6,0
0,hard,any,any,17,20,5,23,6,10,0
0,hard,pictures,picture,18,6,20,5,10,8,0
0,hard,except,except,19,10,6,20,8,15,0
0,hard,those,those,20,8,10,6,15,35,0
0,hard,of,of,21,15,8,10,35,8,0
0,hard,the,the,22,35,15,8,8,15,0
0,hard,boa,boa,23,8,35,15,15,3,0
0,hard,constrictor,constrictor,24,15,8,35,3,10,0
0,hard,from,from,25,3,15,8,10,7,0
0,hard,the,the,26,10,3,15,7,15,0
0,hard,outside,outside,27,7,10,3,15,19,0
0,hard,and,and,28,15,7,10,19,22,0
0,hard,the,the,29,19,15,7,22,18,0
0,hard,boa,boa,30,22,19,15,18,14,0
0,hard,constrictor,constrictor,31,18,22,19,14,30,0
0,hard,from,from,32,14,18,22,30,33,0
0,hard,the,the,33,30,14,18,33,5,0
0,hard,inside,inside,34,33,30,14,5,39,0
0,hard,",",",",35,5,33,30,39,39,0
0,hard,since,since,36,6,39,39,21,34,0
0,hard,I,i,37,21,6,39,34,8,0
0,hard,was,be,38,34,21,6,8,35,0
0,hard,six,six,39,8,34,21,35,23,0
0,hard,.,.,40,35,8,34,23,11,0
0,try,I,i,0,23,35,8,11,4,0
0,try,shall,shall,1,11,23,35,4,40,0
0,try,certainly,certainly,2,4,11,23,40,39,0
1,try,try,try,3,39,4,11,39,39,0
0,try,to,to,4,21,39,39,14,23,0
0,try,make,make,5,14,21,39,23,30,0
0,try,my,my,6,23,14,21,30,15,0
0,try,portraits,portrait,7,30,23,14,15,12,0
0,try,as,a,8,15,30,23,12,4,0
0,try,TRUE,TRUE,9,12,15,30,4,39,0
0,try,to,to,10,4,12,15,39,39,0
0,try,life,life,11,22,39,39,18,31,0
0,try,as,a,12,18,22,39,31,33,0
0,try,possible,possible,13,31,18,22,33,10,0
0,try,.,.,14,33,31,18,10,32,0
0,contrast,But,but,0,10,33,31,32,4,0
0,contrast,I,i,1,32,10,33,4,39,0
0,contrast,am,be,2,4,32,10,39,39,0
0,contrast,not,not,3,8,39,39,15,31,0
0,contrast,at,at,4,15,8,39,31,33,0
0,contrast,all,all,5,31,15,8,33,4,0
0,contrast,sure,sure,6,33,31,15,4,39,0
0,contrast,of,of,7,4,33,31,39,39,0
0,contrast,success,success,8,21,39,39,31,33,0
0,contrast,.,.,9,31,21,39,33,22,0
0,and,One,one,0,33,31,21,22,18,0
0,and,drawing,draw,1,22,33,31,18,15,1
0,and,goes,go,2,18,22,33,15,10,0
0,and,along,along,3,15,18,22,10,22,0
0,and,all,all,4,10,15,18,22,18,0
0,and,right,right,5,22,10,15,18,4,0
0,and,",",",",6,18,22,10,4,39,0
1,and,and,and,7,4,18,22,39,39,0
0,and,another,another,8,10,39,39,37,15,0
0,and,has,have,9,37,10,39,15,23,0
0,and,no,no,10,15,37,10,23,31,0
0,and,resemblance,resemblance,11,23,15,37,31,22,0
0,and,to,to,12,31,23,15,22,15,0
0,and,its,it,13,22,31,23,15,3,0
0,and,subject,subject,14,15,22,31,3,22,0
0,and,.,.,15,3,15,22,22,15,0
0,err,I,i,0,22,3,15,15,3,0
0,err,make,make,1,15,22,3,3,6,0
0,err,some,some,2,3,15,22,6,23,0
0,err,errors,error,3,6,3,15,23,3,0
0,err,",",",",4,23,6,3,3,6,0
0,err,too,too,5,3,23,6,6,15,0
0,err,",",",",6,6,3,23,15,4,0
0,err,in,in,7,15,6,3,4,39,0
0,err,the,the,8,4,15,6,39,39,0
0,err,little,little,9,10,39,39,7,15,0
0,err,prince,prince,10,7,10,39,15,3,0
0,err,'s,'s,11,15,7,10,3,7,0
0,err,height,height,12,3,15,7,7,15,0
0,err,:,:,13,7,3,15,15,3,0
0,err,in,in,14,15,7,3,3,22,0
0,err,one,one,15,3,15,7,22,15,0
0,err,place,place,16,22,3,15,15,3,0
0,err,he,he,17,15,22,3,3,8,0
0,err,is,be,18,3,15,22,8,16,0
0,err,too,too,19,8,3,15,16,3,0
0,err,tall,tall,20,16,8,3,3,9,0
0,err,and,and,21,3,16,8,9,31,0
0,err,in,in,22,9,3,16,31,8,0
0,err,another,another,23,31,9,3,8,11,0
0,err,too,too,24,8,31,9,11,15,0
0,err,short,short,25,11,8,31,15,28,0
0,err,.,.,26,15,11,8,28,30,0
1,and,And,and,0,28,15,11,30,33,0
0,and,I,i,1,30,28,15,33,4,0
0,and,feel,feel,2,33,30,28,4,39,0
0,and,some,some,3,4,33,30,39,39,0
0,and,doubts,doubt,4,21,39,39,31,21,0
0,and,about,about,5,31,21,39,21,10,0
0,and,the,the,6,21,31,21,10,22,0
0,and,color,color,7,10,21,31,22,18,0
0,and,of,of,8,22,10,21,18,3,0
0,and,his,his,9,18,22,10,3,6,0
0,and,costume,costume,10,3,18,22,6,31,0
0,and,.,.,11,6,3,18,31,21,0
0,cause,So,so,0,31,6,3,21,4,0
0,cause,I,i,1,21,31,6,4,39,0
0,cause,fumble,fumble,2,4,21,31,39,39,0
0,cause,along,along,3,21,39,39,31,28,0
0,cause,as,a,4,31,21,39,28,21,0
0,cause,best,best,5,28,31,21,21,5,0
0,cause,I,i,6,21,28,31,5,40,0
0,cause,can,can,7,5,21,28,40,8,0
0,cause,",",",",8,39,5,21,8,15,0
0,cause,now,now,9,8,40,5,15,10,0
0,cause,good,good,10,15,8,40,10,21,0
0,cause,",",",",11,10,15,8,21,34,0
0,cause,now,now,12,21,10,15,34,35,0
0,cause,bad,bad,13,34,21,10,35,23,0
0,cause,",",",",14,35,34,21,23,10,0
0,cause,and,and,15,23,35,34,10,15,0
0,cause,I,i,16,10,23,35,15,4,0
0,cause,hope,hope,17,15,10,23,4,39,0
0,cause,generally,generally,18,4,15,10,39,39,0
0,cause,fair,fair,19,21,39,39,14,30,0
0,cause,-,-,20,14,21,39,30,21,0
0,cause,to,to,21,30,14,21,21,8,0
0,cause,-,-,22,21,30,14,8,15,0
0,cause,middling,middle,23,8,21,30,15,10,0
0,cause,.,.,24,15,8,21,10,22,0
0,mistake,In,in,0,10,15,8,22,15,0
0,mistake,certain,certain,1,22,10,15,15,4,0
0,mistake,more,more,2,15,22,10,4,39,0
0,mistake,important,important,3,4,15,22,39,39,0
0,mistake,details,detail,4,21,39,39,14,30,0
0,mistake,I,i,5,14,21,39,30,21,0
0,mistake,shall,shall,6,30,14,21,21,8,0
0,mistake,make,make,7,21,30,14,8,32,0
1,mistake,mistakes,mistake,8,8,21,30,32,28,0
0,mistake,",",",",9,32,8,21,28,30,0
0,mistake,also,also,10,28,32,8,30,26,0
0,mistake,.,.,11,30,28,32,26,22,0
0,contrast,But,but,0,26,30,28,22,15,0
0,contrast,that,that,1,22,26,30,15,4,0
0,contrast,is,be,2,15,22,26,4,39,0
0,contrast,something,something,3,4,15,22,39,39,0
0,contrast,that,that,4,21,39,39,14,5,0
0,contrast,will,will,5,14,21,39,5,5,0
0,contrast,not,not,6,5,14,21,5,40,0
0,contrast,be,be,7,5,5,14,40,39,0
0,contrast,my,my,8,39,5,5,39,39,0
0,contrast,fault,fault,9,21,39,39,31,23,0
0,contrast,.,.,10,31,21,39,23,30,0
0,explain,My,my,0,23,31,21,30,37,0
0,explain,friend,friend,1,30,23,31,37,28,0
0,explain,never,never,2,37,30,23,28,30,0
1,explain,explained,explain,3,28,37,30,30,28,0
0,explain,anything,anything,4,30,28,37,28,21,0
0,explain,to,to,5,28,30,28,21,4,0
0,explain,me,me,6,21,28,30,4,39,0
0,explain,.,.,7,4,21,28,39,39,0
0,think,He,he,0,21,39,39,31,23,0
0,think,thought,thought,1,31,21,39,23,6,0
0,think,",",",",2,23,31,21,6,32,0
0,think,perhaps,perhaps,3,6,23,31,32,4,0
0,think,",",",",4,32,6,23,4,39,0
0,think,that,that,5,4,32,6,39,39,0
0,think,I,i,6,21,39,39,31,23,0
0,think,was,be,7,31,21,39,23,30,0
0,think,like,like,8,23,31,21,30,38,0
0,think,himself,himself,9,30,23,31,38,21,0
0,think,.,.,10,38,30,23,21,14,0
0,contrast,But,but,0,21,38,30,14,30,0
0,contrast,I,i,1,14,21,38,30,21,0
0,contrast,",",",",2,30,14,21,21,3,0
0,contrast,alas,ala,3,21,30,14,3,38,0
0,contrast,",",",",4,3,21,30,38,21,0
0,contrast,do,do,5,38,3,21,21,14,0
0,contrast,not,not,6,21,38,3,14,30,0
0,contrast,know,know,7,14,21,38,30,21,0
0,contrast,how,how,8,30,14,21,21,6,0
0,contrast,to,to,9,21,30,14,6,30,0
0,contrast,see,see,10,6,21,30,30,10,0
0,contrast,sheep,sheep,11,30,6,21,10,15,0
0,contrast,through,through,12,10,30,6,15,10,0
0,contrast,the,the,13,15,10,30,10,15,0
0,contrast,walls,wall,14,10,15,10,15,10,0
0,contrast,of,of,15,15,10,15,10,21,0
0,contrast,boxes,box,16,10,15,10,21,23,0
0,contrast,.,.,17,21,10,15,23,24,0
0,resemble,Perhaps,perhaps,0,23,21,10,24,4,0
0,resemble,I,i,1,24,23,21,4,39,0
0,resemble,am,be,2,4,24,23,39,39,0
0,resemble,a,a,3,21,39,39,35,11,0
0,resemble,little,little,4,35,21,39,11,8,0
0,resemble,like,like,5,11,35,21,8,11,0
0,resemble,the,the,6,8,11,35,11,15,0
0,resemble,grown,grown,7,11,8,11,15,3,0
0,resemble,-,-,8,15,11,8,3,8,0
0,resemble,ups,ups,9,3,15,11,8,15,0
0,resemble,.,.,10,8,3,15,15,10,0
0,obligate,I,i,0,15,8,3,10,18,0
0,obligate,have,have,1,10,15,8,18,4,0
0,obligate,had,have,2,18,10,15,4,39,0
0,obligate,to,to,3,4,18,10,39,39,0
0,obligate,grow,grow,4,15,39,39,7,4,1
0,obligate,old,old,5,7,15,39,4,39,0
0,obligate,.,.,6,4,7,15,39,39,0
1,chapter,Chapter,chapter,0,21,39,39,23,31,1
0,chapter,5,5,1,23,21,39,31,28,0
0,chapter,.,.,2,31,23,21,28,30,0
0,learn,As,as,0,28,31,23,30,8,0
0,learn,each,each,1,30,28,31,8,15,0
0,learn,day,day,2,8,30,28,15,24,0
0,learn,passed,pass,3,15,8,30,24,4,0
0,learn,I,i,4,24,15,8,4,39,0
0,learn,would,would,5,4,24,15,39,39,0
1,learn,learn,learn,6,10,39,39,8,11,0
0,learn,",",",",7,8,10,39,11,15,0
0,learn,in,in,8,11,8,10,15,20,0
0,learn,our,our,9,15,11,8,20,15,0
0,learn,talk,talk,10,20,15,11,15,8,0
0,learn,",",",",11,15,20,15,8,18,0
0,learn,something,something,12,8,15,20,18,31,0
0,learn,about,about,13,18,8,15,31,23,0
0,learn,the,the,14,31,18,8,23,33,0
0,learn,little,little,15,23,31,18,33,23,0
0,learn,prince,prince,16,33,23,31,23,11,0
0,learn,'s,'s,17,23,33,23,11,4,0
0,learn,planet,planet,18,11,23,33,4,39,0
0,learn,",",",",19,4,11,23,39,39,0
0,learn,his,his,20,21,39,39,31,23,0
0,learn,departure,departure,21,31,21,39,23,7,0
0,learn,from,from,22,23,31,21,7,15,0
0,learn,it,it,23,7,23,31,15,10,0
0,learn,",",",",24,15,7,23,10,18,0
0,learn,his,his,25,10,15,7,18,5,0
0,learn,journey,journey,26,18,10,15,5,21,0
0,learn,.,.,27,5,18,10,21,31,0
0,come,The,the,0,21,5,18,31,26,0
0,come,information,information,1,31,21,5,26,8,0
0,come,would,would,2,26,31,21,8,15,0
1,come,come,come,3,8,26,31,15,10,0
0,come,very,very,4,15,8,26,10,8,0
0,come,slowly,slowly,5,10,15,8,8,5,0
0,come,",",",",6,8,10,15,5,21,0
0,come,as,a,7,5,8,10,21,31,0
0,come,it,it,8,21,5,8,31,8,0
0,come,might,might,9,31,21,5,8,15,0
0,come,chance,chance,10,8,31,21,15,28,0
0,come,to,to,11,15,8,31,28,15,0
0,come,fall,fall,12,28,15,8,15,4,0
0,come,from,from,13,15,28,15,4,39,0
0,come,his,his,14,4,15,28,39,39,0
0,come,thoughts,thought,15,7,39,39,15,21,0
0,come,.,.,16,15,7,39,21,14,0
0,hear,It,it,0,21,15,7,14,30,0
0,hear,was,be,1,14,21,15,30,10,0
0,hear,in,in,2,30,14,21,10,8,0
0,hear,this,this,3,10,30,14,8,15,0
0,hear,way,way,4,8,10,30,15,3,0
0,hear,that,that,5,15,8,10,3,6,0
0,hear,I,i,6,3,15,8,6,10,0
0,hear,heard,heard,7,6,3,15,10,15,0
0,hear,",",",",8,10,6,3,15,21,0
0,hear,on,on,9,15,10,6,21,14,0
0,hear,the,the,10,21,15,10,14,30,0
0,hear,third,third,11,14,21,15,30,33,0
0,hear,day,day,12,30,14,21,33,23,0
0,hear,",",",",13,33,30,14,23,23,0
0,hear,about,about,14,23,33,30,23,4,0
0,hear,the,the,15,23,23,33,4,39,0
0,hear,catastrophe,catastrophe,16,4,23,23,39,39,0
0,hear,of,of,17,6,39,39,7,15,0
0,hear,the,the,18,7,6,39,15,3,0
0,hear,baobabs,baobab,19,15,7,6,3,10,0
0,hear,.,.,20,3,15,7,10,8,0
0,obligate,This,this,0,10,3,15,8,15,0
0,obligate,time,time,1,8,10,3,15,33,0
0,obligate,",",",",2,15,8,10,33,10,0
0,obligate,once,once,3,33,15,8,10,8,0
0,obligate,more,more,4,10,33,15,8,7,0
0,obligate,",",",",5,8,10,33,7,15,0
0,obligate,I,i,6,7,8,10,15,38,0
0,obligate,had,have,7,15,7,8,38,3,0
0,obligate,the,the,8,38,15,7,3,8,0
0,obligate,sheep,sheep,9,3,38,15,8,11,0
0,obligate,to,to,10,8,3,38,11,15,0
0,obligate,thank,thank,11,11,8,3,15,31,0
0,obligate,for,for,12,15,11,8,31,33,0
0,obligate,it,it,13,31,15,11,33,26,0
0,obligate,.,.,14,33,31,15,26,5,0
0,ask,For,for,0,26,33,31,5,6,0
0,ask,the,the,1,5,26,33,6,8,0
0,ask,little,little,2,6,5,26,8,11,0
0,ask,prince,prince,3,8,6,5,11,15,0
1,ask,asked,ask,4,11,8,6,15,31,1
0,ask,me,me,5,15,11,8,31,33,0
0,ask,abruptly,abruptly,6,31,15,11,33,23,0
0,ask,--,--,7,33,31,15,23,23,0
0,ask,as,a,8,23,33,31,23,10,0
0,ask,if,if,9,23,23,33,10,8,0
0,ask,seized,seize,10,10,23,23,8,11,0
0,ask,by,by,11,8,10,23,11,15,0
0,ask,a,a,12,11,8,10,15,36,0
0,ask,grave,grave,13,15,11,8,36,31,0
0,ask,doubt,doubt,14,36,15,11,31,23,0
0,ask,--,--,15,31,36,15,23,10,0
0,ask,``,``,16,23,31,36,10,8,0
0,ask,It,it,17,10,23,31,8,11,0
0,ask,is,be,18,8,10,23,11,11,0
0,ask,TRUE,TRUE,19,11,8,10,11,18,0
0,ask,",",",",20,11,11,8,18,10,0
0,ask,is,be,21,18,11,11,10,22,0
0,ask,n't,n't,22,10,18,11,22,15,0
0,ask,it,it,23,22,10,18,15,4,0
0,ask,",",",",24,15,22,10,4,39,0
0,ask,that,that,25,4,15,22,39,39,0
0,ask,sheep,sheep,26,21,39,39,14,3,0
0,ask,eat,eat,27,14,21,39,3,21,0
0,ask,little,little,28,3,14,21,21,34,0
0,ask,bushes,bush,29,21,3,14,34,3,0
0,ask,?,?,30,34,21,3,3,34,0
0,ask,``,``,31,3,34,21,34,33,0
0,TRUE,``,``,0,34,3,34,33,8,0
0,TRUE,Yes,yes,1,33,34,3,8,11,0
0,TRUE,",",",",2,8,33,34,11,15,0
0,TRUE,that,that,3,11,8,33,15,10,0
0,TRUE,is,be,4,15,11,8,10,15,0
1,TRUE,TRUE,TRUE,5,10,15,11,15,4,0
0,TRUE,.,.,6,15,10,15,4,39,0
0,TRUE,``,``,7,4,15,10,39,39,0
